Date,average_sentiment,Glossier
2021-10-27T00:00:00.000+0000,1.8363393309077694,24
2021-10-28T00:00:00.000+0000,1.629652978298078,23
2021-10-29T00:00:00.000+0000,1.7483743570903747,20
2021-10-30T00:00:00.000+0000,1.7733359914708458,22
2021-10-31T00:00:00.000+0000,1.769554803776293,25
2021-11-01T00:00:00.000+0000,1.7640968867418143,23
2021-11-02T00:00:00.000+0000,1.5291706393669662,19
2021-11-03T00:00:00.000+0000,1.7736081152490102,19
2021-11-04T00:00:00.000+0000,1.730134423162145,22
2021-11-05T00:00:00.000+0000,1.507696855942633,27
2021-11-06T00:00:00.000+0000,1.65323622225477,32
2021-11-07T00:00:00.000+0000,1.7015362559954692,33
2021-11-08T00:00:00.000+0000,1.6412140432374487,25
2021-11-09T00:00:00.000+0000,1.530892555954045,29
2021-11-10T00:00:00.000+0000,1.5369688303679432,34
2021-11-11T00:00:00.000+0000,1.4603209735097038,35
2021-11-12T00:00:00.000+0000,1.6979654061011442,29
2021-11-13T00:00:00.000+0000,1.706470747877331,36
2021-11-14T00:00:00.000+0000,1.5898700250429456,49
2021-11-15T00:00:00.000+0000,1.5524269174022856,33
2021-11-16T00:00:00.000+0000,1.5028347102814197,31
2021-11-17T00:00:00.000+0000,1.6391956429851964,34
2021-11-18T00:00:00.000+0000,1.1071506522058328,29
2021-11-19T00:00:00.000+0000,1.6507760949575008,33
2021-11-20T00:00:00.000+0000,1.6977924255733088,37
2021-11-21T00:00:00.000+0000,1.9162216723104974,48
2021-11-22T00:00:00.000+0000,1.9267894333004494,39
2021-11-23T00:00:00.000+0000,1.7068616760036959,36
2021-11-24T00:00:00.000+0000,1.52094577143298,43
2021-11-25T00:00:00.000+0000,1.7598089024368504,74
2021-11-26T00:00:00.000+0000,1.7299298434449355,100
2021-11-27T00:00:00.000+0000,1.6469962038910118,77
2021-11-28T00:00:00.000+0000,1.6393330807123911,72
2021-11-29T00:00:00.000+0000,1.4998189906311068,64
2021-11-30T00:00:00.000+0000,1.4658493705754605,49
2021-12-01T00:00:00.000+0000,1.631136737348715,33
2021-12-02T00:00:00.000+0000,1.6465558432149003,26
2021-12-03T00:00:00.000+0000,1.449912131975298,30
2021-12-04T00:00:00.000+0000,1.555295179478257,38
2021-12-05T00:00:00.000+0000,1.6095494962369508,43
2021-12-06T00:00:00.000+0000,1.6730291289758417,35
2021-12-07T00:00:00.000+0000,1.2142370728134229,33
2021-12-08T00:00:00.000+0000,1.4191635667126528,35
2021-12-09T00:00:00.000+0000,1.422849105795179,29
2021-12-10T00:00:00.000+0000,1.7066404916353703,33
2021-12-11T00:00:00.000+0000,1.4958595660211793,44
2021-12-12T00:00:00.000+0000,1.6479994963326723,39
2021-12-13T00:00:00.000+0000,1.7388611076384548,33
2021-12-14T00:00:00.000+0000,1.7318271943872492,39
2021-12-15T00:00:00.000+0000,1.6359306513302996,31
2021-12-16T00:00:00.000+0000,1.6401177648846526,26
2021-12-17T00:00:00.000+0000,1.5162256044608986,26
2021-12-18T00:00:00.000+0000,1.7132101206180383,34
2021-12-19T00:00:00.000+0000,1.4231875591903207,36
2021-12-20T00:00:00.000+0000,1.416569653079412,28
2021-12-21T00:00:00.000+0000,1.8353299989331593,25
2021-12-22T00:00:00.000+0000,1.7648359583013673,26
2021-12-23T00:00:00.000+0000,1.852250885179565,29
2021-12-24T00:00:00.000+0000,1.635429751835413,21
2021-12-25T00:00:00.000+0000,1.932859852662226,48
2021-12-26T00:00:00.000+0000,1.7592558321812304,61
2021-12-27T00:00:00.000+0000,1.8130744003355832,39
2021-12-28T00:00:00.000+0000,1.861517695195512,42
2021-12-29T00:00:00.000+0000,1.788527833873896,37
2021-12-30T00:00:00.000+0000,1.6265956324506805,33
2021-12-31T00:00:00.000+0000,1.4742740070465163,27
2022-01-01T00:00:00.000+0000,1.707406210153907,35
